ts_utc,ts_ms,date_cn,base,symbol,venue,side,level,price,size,notional_usd,cum_notional_usd
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,AAPL,AAPLUSDT,perp,ask,1,333.71,1.33,443.8343,443.8343
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,AAPL,AAPLUSDT,perp,ask,2,333.72,0.27,90.1044,533.9387
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,AAPL,AAPLUSDT,perp,ask,3,333.73,7.12,2376.1576,2910.0963
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,AAPL,AAPLUSDT,perp,ask,4,333.75,507.16,169264.65,172174.7463
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,AAPL,AAPLUSDT,perp,ask,5,333.76,0.27,90.1152,172264.8615
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,QQQ,QQQUSDT,perp,bid,1,716.46,4.07,2915.9922,2915.9922
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,QQQ,QQQUSDT,perp,bid,2,716.43,0.83,594.6369,3510.6291
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,QQQ,QQQUSDT,perp,bid,3,716.42,0.49,351.0458,3861.6749
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,QQQ,QQQUSDT,perp,bid,4,716.4,0.39,279.396,4141.0709
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,QQQ,QQQUSDT,perp,bid,5,716.38,0.49,351.0262,4492.0971
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,QQQ,QQQUSDT,perp,ask,1,716.47,108.29,77586.5363,77586.5363
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,QQQ,QQQUSDT,perp,ask,2,716.48,229.01,164081.0848,241667.6211
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,QQQ,QQQUSDT,perp,ask,3,716.49,0.28,200.6172,241868.2383
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,QQQ,QQQUSDT,perp,ask,4,716.5,0.1,71.65,241939.8883
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,QQQ,QQQUSDT,perp,ask,5,716.51,0.49,351.0899,242290.9782
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,META,METAUSDT,perp,bid,1,649.95,0.07,45.4965,45.4965
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,META,METAUSDT,perp,bid,2,649.94,1.12,727.9328,773.4293
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,META,METAUSDT,perp,bid,3,649.84,0.11,71.4824,844.9117
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,META,METAUSDT,perp,bid,4,649.82,0.43,279.4226,1124.3343
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,META,METAUSDT,perp,bid,5,649.81,0.04,25.9924,1150.3267
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,META,METAUSDT,perp,ask,1,649.99,3.43,2229.4657,2229.4657
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,META,METAUSDT,perp,ask,2,650.0,3.43,2229.5,4458.9657
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,META,METAUSDT,perp,ask,3,650.02,0.07,45.5014,4504.4671
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,META,METAUSDT,perp,ask,4,650.03,33.07,21496.4921,26000.9592
2026-09-12T17:25:05.843Z,1789233905843,2026-09-13,META,METAUSDT,perp,ask,5,650.04,0.34,221.0136,26221.9728
2026-09-12T17:25:11.716Z,1789233911716,2026-09-13,TSLA,RTSLAUSDT,spot,bid,1,364.99,28.439,10379.9506,10379.9506
2026-09-12T17:25:11.716Z,1789233911716,2026-09-13,TSLA,RTSLAUSDT,spot,bid,2,364.96,44.64,16291.8144,26671.765
2026-09-12T17:25:11.716Z,1789233911716,2026-09-13,TSLA,RTSLAUSDT,spot,bid,3,364.86,38.88,14185.7568,40857.5218
2026-09-12T17:25:11.716Z,1789233911716,2026-09-13,TSLA,RTSLAUSDT,spot,bid,4,364.81,29.52,10769.1912,51626.713
